X,Object.ID,Is.Public.Domain,Department,AccessionYear,Object.Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist.Role,Artist.Prefix,Artist.Display.Name,Artist.Display.Bio,Artist.Suffix,Artist.Alpha.Sort,Artist.Nationality,Artist.Begin.Date,Artist.End.Date,Artist.Gender,Object.Date,Object.Begin.Date,Object.End.Date,Medium,Dimensions,Credit.Line,Geography.Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights.and.Reproduction
63791,5316,TRUE,The American Wing,1946,Mug,Mug,American,NA,NA,NA,NA,Maker,NA,Adams and Company,NA,NA,Adams and Company,NA,NA,9999,NA,1870–90,1870,1890,Pressed yellow glass,"2 5/8"" high, 2 3/16"" diameter (6.7 x 4.6 cm)","Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Pittsburgh,NA,NA,United States,NA,NA,NA,NA,NA,NA,Glass,NA
28128,484771,FALSE,Modern and Contemporary Art,1987,Painting,Path of the Hero,NA,NA,NA,NA,NA,Artist,NA,Richard Pousette-Dart,"American, St. Paul, Minnesota 1916–1992 New York",NA,"Pousette-Dart, Richard",American,1916,1992,NA,1950,1950,1950,Acrylic on canvas,61 3/4 x 121 in. (156.8 x 307.3 cm),"Purchase, Mr. and Mrs. Milton Petrie Gift, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,"© 2010 Estate of Richard Pousette-Dart / Artists Rights Society (ARS), New York"
22761,253254,TRUE,Greek and Roman Art,1930,Vase fragment,Vase fragment,"Neolithic, Nemea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 4000 B.C.,-4999,-4000,Terracotta,length  2 1/8in. (5.4cm),"Anonymous Gift, 1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
33879,264896,TRUE,Photographs,1986,Photograph,"Residence of Charles Bernard. 312 Oak Street, San Francisco, California",NA,NA,NA,NA,NA,Artist,NA,Carleton E. Watkins,"American, 1829–1916",NA,"Watkins, Carleton E.",American,1829,1916,NA,ca. 1876,1874,1878,Albumen silver print from glass negative,NA,"Gift of Carole and Irwin Lainoff, Ruth P. Lasser and Joseph R. Lasser, Mr. and Mrs. John T. Marvin, Martin E. and Joan Messinger, Richard L. Yett and Sheri and Paul Siegel, 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
27763,550575,FALSE,Egyptian Art,1916,"Foundation Deposit Plaque, Ibex",Plaque From a Foundation Deposit of Ramesses IV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1153–1147 B.C.,-1153,-1153,Faience,H. 2.5 × W. 1.9 cm (1 × 3/4 in.),"Rogers Fund, 1916",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA
75881,680008,FALSE,Photographs,2005,Photograph,"Madrid. Place des Taureaux, Intérieur",NA,NA,NA,NA,NA,Artist|Lithographer|Printer,NA,Louis de Clercq|H. Jannin|J. Blondeau et Antonin,"French, 1837–1901|French",NA,"de Clercq, Louis|Jannin, H.|J. Blondeau et Antonin",French|French|French,1837,1901,||,1860,1860,1860,Albumen silver print from paper negative,"Image: 8 7/16 in. × 11 in. (21.5 × 28 cm)
Mount: 17 15/16 × 23 1/4 in. (45.5 × 59 cm)","Gilman Collection, Gift of The Howard Gilman Foundation, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
7876,45753,TRUE,Asian Art,1957,Handscroll,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17th century,1615,1699,Handscroll; ink and color on paper,"Overall: 13 x 257 1/4 in. (33 x 653.4 cm)
","Gift of Edward M. Bratter, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
51357,196002,TRUE,European Sculpture and Decorative Arts,1927,Wineglass,Wineglass with Catherine II of Russia,Dutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1790,1785,1795,Glass,Overall: 5 1/2 × 2 9/16 in. (14 × 6.5 cm),"Munsey Fund, 1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA
3414,778266,FALSE,Drawings and Prints,2016,"Baseball card, print","Card Number 506, John D'Acquisto, San Diego Padres",NA,NA,NA,NA,NA,Publisher,Issued by,Topps Chewing Gum Company,"American, Brooklyn",NA,Topps Chewing Gum Company,NA,NA,NA,NA,1979,1979,1979,Commercial Color Lithograph,Sheet: 3 1/2 × 2 1/2 in. (8.9 × 6.4 cm),"Gift of George R. Goldner, in honor of Stewart Goldner, 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
4814,205701,TRUE,European Sculpture and Decorative Arts,1974,Sugar bowl,Sugar bowl,"French, Paris",NA,NA,NA,NA,Maker,NA,Marc-Etienne Janety,"French, 1739–1820, master 1777",NA,"Janety, Marc-Etienne",French,1739,1820,NA,1786,1786,1786,"Platinum, blue glass",5 1/4 × 7 in. (13.3 × 17.8 cm),"Purchase, Gift of Dr. and Mrs. A.L. Garbat, Manya Garbat Starr and Julian A. Garbat, by exchange, and Harris Brisbane Dick Fund, 1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Gold and Platinum,NA
872,484569,FALSE,Modern and Contemporary Art,1986,Textile length,"""Vision"" Textile",NA,NA,NA,NA,NA,Designer|Manufacturer,NA,Nob+Non|Knoll Textiles,American,NA,Nob + Non|KNOLL TEXTILES,American,NA,NA,|,20th century,1900,1986,Cotton with silk screen pattern,12 ft. × 55 in. (365.8 × 139.7 cm),"Gift of Knoll Textiles, 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Printed,NA
35943,241471,TRUE,Greek and Roman Art,1874,Lamp,Terracotta oil lamp,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st century B.C.–1st century A.D.,-99,99,Terracotta,"Length: 3 1/2 in. (8.9 cm)
Height: 15/16 in. (2.4 cm)","The Cesnola Collection, Purchased by subscription, 1874–76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terracottas,NA
58557,789309,TRUE,Drawings and Prints,1959,Print,"A Welsh Landlady, from ""Remarks on a Tour to North and South Wales, in the year 1797""",NA,NA,NA,NA,NA,Author|Artist|Artist|Publisher,After,Henry Wigstead|Thomas Rowlandson|John Hill|W. Wigstead,"British, 1745?–1800 Margate|British, London 1757–1827 London|British, ca. 1714–1775|British, active London, ca. 1799–1805",NA,"Wigstead, Henry|Rowlandson, Thomas|Hill, John|Wigstead, W.",NA,1740      |1757      |1714      |1750,1800      |1827      |1775      |1850,|||,"January 1, 1800",1800,1800,Etching and aquatint,Sheet: 8 3/8 × 4 7/8 in. (21.3 × 12.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
7891,625627,FALSE,Drawings and Prints,1924,Print,The Battle of Constantine (left-hand side),NA,NA,NA,NA,NA,Artist|Artist,After,Battista Angolo del Moro|Raphael (Raffaello Sanzio or Santi),"Italian, Verona ca. 1515–ca. 1573 Murano|Italian, Urbino 1483–1520 Rome",NA,"Angolo, del Moro Battista|Raphael (Raffaello Sanzio or Santi)",Italian|Italian,1515      |1483,1573      |1520,|,1515–73,1515,1573,Etching,Sheet: 15 3/4 × 21 5/8 in. (40 × 55 cm),"Gift of Georgiana W. Sargent, in memory of John Osborne Sargent, 1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
26188,86042,FALSE,Costume Institute,1942,Shirtwaist,Shirtwaist,American or European,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900–1910,1900,1910,[no medium available],NA,"Gift of Mrs. Earl Rowe, 1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31659,323920,TRUE,Ancient Near Eastern Art,1941,Cylinder seal,Cylinder seal,Isin-Larsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 2000–1750 B.C.,-2000,-1750,Hematite,0.49 in. (1.24 cm),"Bequest of W. Gedney Beatty, 1941",NA,NA,NA,NA,NA,Mesopotamia,NA,NA,NA,NA,NA,Stone-Cylinder Seals-Inscribed,NA
32923,324872,TRUE,Ancient Near Eastern Art,1959,Bead,Bead,Indus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 2900–2350 B.C.,-2900,-2350,Carnelian,0.31 x 0.59 x 0.75 in. (0.79 x 1.5 x 1.91 cm),"Rogers Fund, 1959",NA,NA,NA,NA,NA,Mesopotamia,NA,NA,NA,NA,NA,Stone-Ornaments,NA
93979,1744,TRUE,The American Wing,1968,Side Chair,Side Chair,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1865,1862,1865,Walnut,41 1/4 x 19 x 20 in. (104.8 x 48.3 x 50.8 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,NA,NA,United States,NA,NA,NA,NA,NA,NA,Furniture,NA
93233,259984,FALSE,Photographs,1971,Photograph,"[Flatiron Building, From Below, New York City]",NA,NA,NA,NA,NA,Artist,NA,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",NA,"Evans, Walker",American,1903,1975,NA,1928–30,1928,1930,Gelatin silver print,6.2 x 4.1 cm. (2  7/16  x 1  5/8  in.),"Gift of Arnold H. Crane, 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,"© Walker Evans Archive, The Metropolitan Museum of Art"
81065,760717,FALSE,Drawings and Prints,1981,Valentine,Valentine,NA,NA,NA,NA,NA,Artist,NA,Anonymous,NA,NA,Anonymous,NA,NA,NA,NA,1850–1860,1850,1860,"Cameo-embossed open work lace paper, gold and silver die cut paper scraps,  handmade, hand painted cameo embossed scraps.","Width: 4 5/8 in. (11.8 cm)
Length: 6 15/16 in. (17.6 cm)","Gift of Mrs. Richard Riddell, 1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ephemera|Drawings|Ornament & Architecture,NA
28569,230100,TRUE,European Sculpture and Decorative Arts,2002,Fragment,Fragment,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16th century,1500,1599,Silk,Overall: 6 1/4 x 7 in. (15.9 x 17.8 cm),"Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Velvets,NA
80298,702486,FALSE,Drawings and Prints,1917,Print,"The Mouth of a Brook, No. 2",NA,NA,NA,NA,NA,Artist,NA,Sir Francis Seymour Haden,"British, London 1818–1910 Bramdean, Hampshire",NA,"Haden, Francis Seymour, Sir",NA,1818,1910,NA,1859,1859,1859,Drypoint; trial proof a (Harrington); first state of four (Schneiderman),"Sheet: 6 3/16 × 9 3/16 in. (15.7 × 23.3 cm)
Plate: 6 1/16 × 8 15/16 in. (15.4 × 22.7 cm)","Harris Brisbane Dick Fund, 1917
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
4505,214372,FALSE,European Sculpture and Decorative Arts,1908,Torchon,Torchon,Greek Islands (Corfu),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,Bobbin lace,L. 9 1/2 x W. 2 inches (24.1 x 5.1 cm),"The Nuttall Collection, Gift of Mrs. Magdalena Nuttall, 1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Laces,NA
20156,370124,FALSE,Drawings and Prints,2005,Print,Three Boys and Their Dogs,NA,NA,NA,NA,NA,Artist,NA,Anthonie Waterloo,"Dutch, Lille 1609–1690 Utrecht",NA,"Waterloo, Anthonie",Dutch,1609,1690,NA,17th century,1620,1690,Etching; first state of two,sheet: 4 13/16 x 5 13/16 in. (12.2 x 14.8 cm),"Gift of Kenneth Grebinar, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
41804,434097,FALSE,Drawings and Prints,1963,"Baseball card, photograph","Chicago White Sox, American League, from the ""Baseball Team"" series (T200), issued by Liggett & Myers Tobacco Company to promote Fatima Turkish Blend Cigarettes",NA,NA,NA,NA,NA,Publisher|Artist,"Photographic copyright,",Liggett & Myers Tobacco Company|The Pictorial News Co.,"American, North Carolina",NA,Liggett & Myers Tobacco|Pictorial News Co.,NA,1900,1950,|,1913,1913,1913,Photograph,sheet: 2 11/16 x 4 3/4 in. (6.9 x 12.1 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs|Ephemera,NA
12294,812406,TRUE,Drawings and Prints,1953,Print,The Young Laundresses,NA,NA,NA,NA,NA,Engraver|Artist,After,Robert Daudet|Joseph Vernet,"French, 1737–1824|French, Avignon 1714–1789 Paris",NA,"Daudet, Robert|Vernet, Joseph",NA,1737      |1714,1824      |1789,|,1768,1768,1768,Engraving; first state of two,Sheet (Trimmed): 13 9/16 × 17 1/16 in. (34.5 × 43.3 cm),"Harris Brisbane Dick Fund, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
32889,157011,TRUE,Costume Institute,2009,Stomacher,Stomacher,British,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750–59,1750,1759,"silk, metal",NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Designated Purchase Fund, 1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6055,834782,FALSE,Drawings and Prints,2019,Print,Boccia,NA,NA,NA,NA,NA,Artist,NA,Lill Tschudi,"Swiss, Schwanden, 1911–2004",NA,"Tschudi, Lill",NA,1911,2004,NA,ca. 1934,1929,1939,Linocut,"Sheet: 10 in. × 14 1/4 in. (25.4 × 36.2 cm)
Image: 9 × 13 in. (22.9 × 33 cm)","Purchase, Leslie and Johanna Garfield Gift, Lila Acheson Wallace, Charles and Jessie Price, and David T Schiff Gifts, The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, Dolores Valvidia Hurlburt Bequest, Peco Foundation and Friends of Drawings and Prints Gifts, and funds from various donors, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
22565,243118,TRUE,Greek and Roman Art,1874,Pendant,Pendant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7000,330,"Gold, beryl","Other (L / chain): 9/16 in. (1.4 cm)
Other (beryl): 3/16 x 1/4 x 1/16 in. (0.5 x 0.7 x 0.2 cm)","The Cesnola Collection, Purchased by subscription, 1874–76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gold and Silver,NA
9263,31451,TRUE,Arms and Armor,1936,Dagger (Jambiya) with sheath,Dagger (Jambiya) with Sheath,Syrian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1701,1800,"Steel, brass, silver, leather",H. with sheath 17 5/8 in. (44.8 cm); H. without sheath 15 7/16 in. (39.2 cm); H. of blade 10 1/8 in. (25.7 cm); W. 2 5/8 in. (6.7 cm); Wt. 12.9 oz. (365.7 g); Wt. of sheath 8 oz. (226.8 g),"Bequest of George C. Stone, 1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daggers,NA
88289,560088,FALSE,Egyptian Art,1930,Scarab,Scarab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1640–1550 B.C.,-1640,-1550,Lapis lazuli,L. 2.4 cm (15/16 in.),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",From,NA,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,|,NA
46770,657486,FALSE,Drawings and Prints,1977,Print,Mabel,NA,NA,NA,NA,NA,Artist,NA,Jim Dine,"American, born Cincinnati, Ohio, 1935",NA,"Dine, Jim",American,1935,2035,NA,1976,1976,1976,"Etchings with soft ground, trial proof","Plate: 9 1/16 x 7 5/16 in. (23 x 18.5 cm)
Sheet: 19 11/16 x 14 15/16 in. (50 x 38 cm)","Gift of Jim Dine, in memory of John J. McKendry, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,"© 2020 Artists Rights Society (ARS), New York"
20644,29988,TRUE,Arms and Armor,1936,Sword guard (Tsuba),Sword Guard (Tsuba),Japanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17th century,1601,1700,"Iron, copper",Diam. 3 1/4 in. (8.3 cm); thickness 3/16 in. (0.5 cm); Wt. 3.7 oz. (104.9 g),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sword Furniture-Tsuba,NA
55532,189126,TRUE,European Sculpture and Decorative Arts,1906,Porringer with cover or posset cup,Porringer with cover or posset cup,probably German,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,Pewter,NA,"Rogers Fund, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Pewter,NA
37756,656186,TRUE,Drawings and Prints,1963,Photograph,"Miss Patrice, from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,Kinney Brothers Tobacco Company,NA,NA,Kinney Brothers Tobacco Company,American,1869,2011,NA,1890,1890,1890,Albumen photograph,Sheet: 2 1/2 × 1 7/16 in. (6.4 × 3.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs|Ephemera,NA
48879,200848,TRUE,European Sculpture and Decorative Arts,1950,Bowl with cover and tray,Bowl with cover (écuelle) and tray,"French, Sèvres",NA,NA,NA,NA,Manufactory,NA,Sèvres Manufactory,"French, 1740–present",NA,Sèvres Manufactory,French,1740,9999,NA,1764,1764,1764,Soft-paste porcelain,"Height (écuelle [.149a, b]): 4 in. (10.2 cm); Width (tray [.150]): 7 1/8 in. (18.1 cm)","Gift of R. Thornton Wilson, in memory of Florence Ellsworth Wilson, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics-Porcelain,NA
399,823663,TRUE,Asian Art,2019,Hanging scroll,"岩佐 又兵衛筆　『平家物語』  平維盛 北の方惜別図|Taira no Koremori’s Farewell, from The Tale of the Heike (Heike monogatari)",Japan,NA,NA,NA,NA,Artist,NA,Iwasa Matabei (Katsumochi),"Japanese, 1578–1650",NA,Iwasa Matabei (Katsumochi),NA,1578,1650,NA,ca. 1640,1635,1645,"Hanging scroll; ink, color, gold and silver on paper","Image: 23 1/4 × 14 3/4 in. (59 × 37.5 cm)
Overall with mounting: 55 1/2 × 18 15/16 in. (141 × 48.1 cm)
Overall with knobs: 55 1/2 × 21 1/4 in. (141 × 54 cm)","Purchase, Mary and James G. Wallach Foundation Gift and Florence and Herbert Irving Acquisitions Fund, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
75567,53587,FALSE,Asian Art,1989,Seal,NA,China,NA,NA,NA,NA,Artist,NA,Chiang Chao-shen,NA,NA,"Chiang, Chao-shen",NA,NA,NA,NA,dated 1972,1972,1972,Stone,H. 15/16 in. (2.4 cm); W. 5/8 in. (1.6 cm); D. 5/8 in. (1.6 cm),"Bequest of John M. Crawford Jr., 1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seals,NA
31269,745168,TRUE,Greek and Roman Art,2011,Amphora fragment,Terracotta fragment of an amphora (jar),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,third quarter of the 6th century B.C.,-650,-400,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
29701,213342,FALSE,European Sculpture and Decorative Arts,1908,Edging,Edging,"French, Arlauc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,Bobbin lace,L. 22 x W. 1 1/2 inches (55.9 x 3.8 cm),"Rogers Fund, 1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Laces,NA
60433,284551,FALSE,Photographs,1994,Negative,"[25 Interior and Exterior Views of Frame Houses and Church, Ipswich, Massachusetts]",NA,NA,NA,NA,NA,Artist,NA,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",NA,"Evans, Walker",American,1903,1975,NA,"July 8, 1962",1962,1962,Film negative,2 1/4 x 2 1/4 in.,"Walker Evans Archive, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negatives,"© Walker Evans Archive, The Metropolitan Museum of Art"
48554,488899,FALSE,Modern and Contemporary Art,1956,Vase,Vase,NA,NA,NA,NA,NA,Designer,NA,Simon Lissim,"American (born Ukraine), Kiev 1900–1981 Florida",NA,"Lissim, Simon","American, born Ukraine",1900,1981,NA,1928,1928,1928,Porcelain,"H. 11-1/2 inches
(29.2 cm.)
","Gift of Forsyth Wickes, 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics-Porcelain,NA
42857,8826,TRUE,The American Wing,1947,Trinket box,Trinket Box,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830–70,1830,1870,Parian porcelain,3 1/4 x 4 1/8 x 3 in. (8.3 x 10.5 x 7.6 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,NA,NA,United States,NA,NA,NA,NA,NA,NA,Ceramics,NA
14593,464997,TRUE,Medieval Art,1917,Hairpin,Hairpin,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200–500,200,500,Copper alloy,Overall: 3 3/4 x 9/16 in. (9.6 x 1.4 cm),"Gift of J. Pierpont Morgan, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Copper alloy,NA
64647,820077,FALSE,Drawings and Prints,1942,Print,Don Quixote hanging from the window of an inn as his foot rests on the back of his horse,NA,NA,NA,NA,NA,Author|Publisher|Artist|Artist,After,Miguel de Cervantes Saavedra|Louis Surugue|Charles Antoine Coypel|François Joullain,"Spanish, Alcalá 1547–1616 Madrid|French, Paris ca. 1686–1762 Grand Vaux|French, Paris 1694–1752 Paris|French, Paris 1697–1778 Paris",NA,"Cervantes, Saavedra Miguel de|Surugue, Louis|Coypel, Charles Antoine|Joullain, François",NA,1547      |1686      |1694      |1697,1616      |1762      |1752      |1778,|||,1724,1724,1724,Etching and engraving,"Plate: 12 1/2 × 11 15/16 in. (31.8 × 30.4 cm)
Sheet: 22 3/16 × 16 1/8 in. (56.3 × 41 cm)","Gift of Helen O. Brice, 1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
67140,354919,FALSE,Drawings and Prints,1962,Book,"Special-catalogue of strings, for importers only!",NA,NA,NA,NA,NA,Manufacturer,Issued by,Christian August Otto,NA,"Markneukirchen, Saxony","Otto, Christian August",German,NA,NA,NA,1889,1889,1889,NA,NA,"Gift of Harry G. Friedman, 1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,NA
31791,555853,FALSE,Egyptian Art,1925,Cartouche-shaped toilet dish,Cartouche-shaped toilet dish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 2030–1640 B.C.,-2030,-1640,Slate,L. 4.6 × W. 2.1 cm (1 13/16 × 13/16 in.),"Rogers Fund, 1925",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA
10460,763206,FALSE,Drawings and Prints,1963,Print,Earl Carroll's Vanities Pin-up (W423),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1940–50,1935,1950,Commercial photolithograph,Sheet: 5 5/16 × 3 3/8 in. (13.5 × 8.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
14849,67446,TRUE,Asian Art,1896,Piece,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th–19th century,1700,1899,Silk,3 1/4 x 6 in. (8.26 x 15.24 cm),"Gift of Mr. and Mrs. H. O. Havemeyer, 1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Woven,NA
93760,457125,TRUE,Islamic Art,1939,Coin,Coin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dated A.H. 355/ A.H. 966,941,991,Silver,NA,"Rogers Fund, 1939",From|Mint,Nishapur|Samarqand,|,NA,Iran|present-day Uzbekistan,NA,NA,NA,NA,NA,NA,Coins,NA
44459,58957,FALSE,Asian Art,2000,Seal,十九至二十世紀 “漢石經室”銘石印|Seal,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th–20th century,1800,1999,Soapstone,Size varied,"Gift of Shou-cheng Zhang and Xiu-ping Loh Zhang, 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seals,NA
92619,418703,TRUE,Drawings and Prints,1986,Print,"Copy of L'Aveugle et son Compagnon (The Blind Man and his Companion), from Les Gueux suite appelée aussi Les Mendiants, Les Baroni, ou Les Barons (The Beggars, also called the Barons)",NA,NA,NA,NA,NA,Artist|Artist,After,Jacques Callot|Anonymous,"French, Nancy 1592–1635 Nancy",NA,"Callot, Jacques|Anonymous",French,1592,1635,|,17th century,1625,1700,Etching,"Sheet: 6 9/16 x 4 1/8 in. (16.6 x 10.5 cm)
Plate: 5 1/2 x 3 3/8 in. (14 x 8.6 cm)","Bequest of Grace M. Pugh, 1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
85713,72293,FALSE,Asian Art,1987,Tatami platform,NA,Japan,NA,NA,NA,NA,Artist,NA,George Nakashima,"Japanese American, Spokane, Washington 1905–1990 New Hope, Pennsylvania",NA,"Nakashima, George",Japanese American,1905,1990,NA,1986–87,1986,1987,Walnut,H. 15 1/4 in. (38.7 cm); W. 145 1/8 in. (368.6 cm); D. 39 1/8 in. (99.4 cm),"Purchase, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Furniture,NA
5345,49688,FALSE,Asian Art,1986,Folding fan mounted as an album leaf,"近代  溥伒  蘭菊石圖  扇頁|Orchid, Chrysanthemum, and Rock",China,NA,NA,NA,NA,Artist|Artist|Artist,NA,Pu Jin|Pu Zuo|Pu Chuan,"Chinese, 1893–1966|Chinese, 1918–2001|Chinese, 1913–1991",NA,Pu Jin|Pu Zuo|Pu Chuan,Chinese|Chinese|Chinese,1893      |1918      |1913,1966      |2001      |1991,||,after 1933,1934,1966,Folding fan mounted as an album leaf; ink and color on alum paper,7 1/2 x 22 3/4 in. (19.1 x 57.8 cm),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
